ID	Name	DC	Item	Value	Weight	Crafting	Requires	ValueNumber	WeightNumber	Multiplier	Misc	Description
darkmantle	Darkmantle	10	Darkmantle Sucker (small pouch)	5 sp	1 lb.			0.5	1	1		Anybody who has been attacked by a darkmantle can attest to the suction power of its tentacles. Reliable even beyond the death of its owner, many Underdark residents have adapted these suckers to be used for medical tools and other implements.
darkmantle	Darkmantle	15	Darkmantle Otolith	2 gp	1 lb.	Earhorn of Hearing (XGE)		2	1	1		A bony structure on the inside of a darkmantle's head that acts as its ear. Skilled artificers can use this to create a variety of audio enhancing magical items.
death-knight	Death Knight	15	Blighted Ash (small pouch)	800 gp	3 lb.			800	3	1		When the flesh of a defeated death knight is burned in a ritual fire, the resulting ashes retain the same dark aura of its original form. If one has the resolve for it, these ashes can be mixed with oils and special powders then applied to the body to gain certain protections from the undead. Use: You may mix these ashes with 20 gold pieces worth of rare oils and powdered gems to create a paste that grants certain defences against undead when rubbed into the body. For 24 hours after using it on yourself, undead creatures have disadvantage on any Wisdom (Perception) checks made to find you. In addition, you gain resistance to any necrotic damage dealt from an undead source and advantage on any saving throw imposed by an undead creature.
death-knight	Death Knight	20	Cursed Blood	500 gp	1 lb.	Potion of Desecration	vial	500	1	3	 (3 vials)	Blood is a generous term to apply to the coagulated muck that cloys in a death knight's veins. Blacker than the cursed warrior's soul, this substance makes for a versatile reagent in certain desecration rituals and blood curses. Use with caution.
death-knight	Death Knight	25	Death Knight Heart	4,000 gp	6 lb.	Black Heart		4000	6	1		Even though a death knight may fall in battle, its dark curse will eventually form a new body somewhere and force its soul to continue its mockery of life. If one takes its heart and preserves it in a secret ritual, the death knight's new body will be formed without the organ. From then on, the missing heart can be used as a method of tracking the death knight, beating whenever it senses its old master nearby.
demilich	Demilich	15	Bone Dust (small pouch)	800 gp	2 lb.			800	2	1		The disintegrated remains of a demilich's body. Everytime you look away, it seems to move slightly. Can be used as a spell component for powerful and dark necromantic magics.
demilich	Demilich	20	Demilich Smoke	3,000 gp	1 lb.	Demilich Censer	enchancted vial	3000	1	1	 (vial)	Rather than a corporeal body, most of the demilich's shape consists of a choking vapour that smells like forgotton tombs. This smoke contains an almost insignificantly small fraction of the demilich's true essence, but if bottled and stored properly, can be turned into an item to track the demilich wherever it may reappear. Requires enchancted vial.
demilich	Demilich	25	Soul Gem (Acererak disciple Demilich only)	16,000 gp	12 lb.	Turned Soul Gem		16000	12	1		The demilich disciples of Acererak practice a particularly notorious necromantic magic: inserting soul gems into their empty eye sockets to steal the spirits of their victims. While taking the gem away from a defeated demilich is simply a matter of picking it up, turning it over to your own control is considerably harder and requires a complicated ritual soon after the demilich's defeat. A successful result grants the bearer a powerful, but dark magical artifact.
balor	Balor	15	Balor Ash (3 small pouches)	500 gp	3 lb.	Demon Bomb		500	3	1		The ashes of a balor after it has self destructed. Smelling strongly of brimstone, this ash may be used as either a component for summoning lesser demons, or when creating particularly explosive bombs.
barlgura	Barlgura	10	Barlgura Fang	4 gp	3 lb			4	3	2	 (x2)	The large fang of a barlgura is a little too unwieldy to use as an actual weapon. They do however make fantastic ceremonial daggers and are often used in dark magic rituals.
barlgura	Barlgura	15	Barlgura Hand	20 gp	33 lb.	Any melee bludgeoning weapon, +1 (DMG)		20	33	2	 (x2)	The enormous hands of a barlgura are capable of breaking a man in two with a single blow. The tough knucklebones make wonderful weapon components.
barlgura	Barlgura	20	Barlgura Bile	60 gp	1 lb.	Potion of Rage	vial	60	1	2	 (2 vials)	The rage of a barlgura is legendary even among the seething masses of demonkind. Such is their rage that their bile literally rises with their anger which in turn becomes a fantastic potion base for those seeking to emulate the ferocity of this demon.
chasme	Chasme	10	Chasme Leg	5 gp	20 lb.			5	20	2	 (x2)	A chasme's leg is capable of supporting its massive weight when walking on any surface, even upside down. Intrepid adventurers have been known to repurpose these legs as pitons which stick to surfaces rather than stab into them. Use: You gain advantage on any Strength (Athletics) check made to climb walls so long as you use these legs when doing so.
chasme	Chasme	15	Chasme Proboscis	40 gp	10 lb.	Demon Needle		40	10	1		The proboscis of a chasme has a dark ubiquity among those that hunt demon cults. Too often have they been found on tables of twisted instruments of torture, used to extract blood from kidnapped victims before their inevitable sacrifice. It is truly a horrid feeling to have one's life sucked away by a chasme proboscis, and I would not wish it on my worst enemy. 
chasme	Chasme	20	Chasme Wing	55 gp	8 lb.	Drone producer		55	8	2	 (x2)	The diaphonous wings of a chasme are perhaps their most dangerous appendage. When vibrated at high speeds they create an unbearable buzzing not unlike a monstrous cloud of flies. Ambitious tinkers have studied the physiology of a chasme and figured out how to emulate their musculature in a machine capable of making the same droning noise.
dretch	Dretch	15	Fetid Miasma	8 gp	1 lb.		vial	8	1	1	 (vial)	If a dretch is useful for one thing it is to make a literal big stink. When masses of these demons gather, the resulting effluent can be more dangerous than even a rampaging balor. Use: As an action you may make a ranged weapon attack to throw this vial at a point within 20 feet, shattering it on impact. Any creature within 10 feet of that point must make a DC 11 Constitution saving throw or be poisoned until the start of its next turn. While poisoned in this way, the target can take either an action or a bonus action on its turn, not both, and can't take reactions.
glabrezu	Glabrezu	10	Glabrezu Horn	25 gp	27 lb.	Horn of the Fiendish Voice		25	27	2	 (x2)	The goat-like horn of a glabrezu. Does not contain much magical power in and of itself, but some demonologists do enjoy grinding it up for their rituals, or speak through it to lend credence to their voice.
glabrezu	Glabrezu	15	Glabrezu Pincer	150 gp	33 lb.			150	33	1		Resembling the claws of a giant crab, the glabrezu's pincers have a grip that can restrain even the strongest of creatures. Due to the glabrezu's natural fire resistance, resourceful blacksmiths repurpose these pincers as forging tools when working with magical flames.
glabrezu	Glabrezu	20	Glabrezu Skin	625 gp	40 lb.	Demon Leather		625	40	1		The skin of a glabrezu is particularly tough and resistant to damage. If removed and treated properly, the resulting leather makes for a similarly tough set of leather armour (with a fierce aesthetic as a bonus).
goristro	Goristro	10	Goristro Fur (large pouch)	200 gp	10 lb.			200	10	1		The fur of a goristro resembles that of a wild bull and seems to constantly emanate a faint heat. More ostentatious warlocks tend to spin their winter cloaks from this material, but whether or not it has any magical utility is still up for debate.
goristro	Goristro	15	Goristro Blood	100 gp	1 lb.	Potion of the Siege	vial	100	1	7	 (7 vials)	The blood of the goristro constantly bubbles, even long after it is removed from its source. When prepared into a potion, it can grant the drinker the strength of the demon it came from, but the side effects may not be worth it.
goristro	Goristro	20	Goristro Hoof	3,000 gp	32 lb.	Warhammer +3 (DMG)		3000	32	2	 (x2)	A goristro's hoof is made of the same material as its infamous horns and thus are just as hard. Wielding a hammer forged from these hooves is a surefire way to strike fear into the hearts of your enemies.
goristro	Goristro	25	Goristro Horn	9,600 gp	40 lb.	Siege Dust		9600	40	2	 (x2)	Castle architects and siege masters have an old joke, that if armies ever learned how to train goristros, they'd both be out of a job. Indeed, the horn of the goristro is stronger than castle stone walls and a single one of these demons are capable of ending a siege by themselves. It takes a master craftsman to properly grind these horns down, but the resulting dust can be used to reinforce a weapon to make it as strong as the demon it was harvested from.
